-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,804,801,-1,-1,-1,-1,-1,-1,-1,801,801,801,801,801,801,801,801,801,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,641,641,801,-1,-1,-1,-1,-1,-1,-1,801,801,801,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,433,496,807,807,807,801,801,801,-1,-1,-1,-1,-1,801,801,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,433,495,495,496,807,807,807,807,801,801,801,801,-1,-1,801,801,801,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,433,496,807,807,807,807,807,801,801,801,801,801,801,801,801,801,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,464,807,807,807,807,801,801,801,801,801,801,801,801,801,807,807,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,464,807,807,807,807,801,801,801,801,801,801,801,801,807,807,807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,464,807,807,807,807,801,801,801,801,801,801,801,807,807,807,807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,465,431,432,807,807,807,807,807,807,807,807,807,807,807,807,430,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,464,807,807,807,807,807,807,807,807,807,807,807,430,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,465,432,807,807,807,807,807,807,871,807,807,430,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,465,431,431,431,431,431,431,431,431,431,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
